ligand name,T [°C],t [h],solvent1,V/V solvent1 [ ],solvent2,V/V solvent2 [ ],solvent3,V/V solvent3 [ ],inorganic salt,metal,additional,reported,outcome,score,,CCDC,Isostructural,Enantiomeric,Source,,Category
"4-(3,5-dicarboxyphenyl)-2,2':4',4''-terpyridine",125,72,DMA,0.5,DMSO,0.5,NA,NA,FeCl2·4H2O,Fe,HBF4 / H2O,10.1021/acs.cgd.0c00879,successful,1.00,,LUZKEZ,identical,identical,linked,,optimization
"2,5-Bis-(1H-1,2,4-triazol-1-yl) terephthalic acid",130,72,DMF,0.14,methanol,0.29,water,0.57,Co(NO3)2·6H2O,Co,NA,10.1039/d1ce01093j,successful,1.00,,EVOROZ01,identical,identical,linked,,optimization
"2,5-Bis-(1H-1,2,4-triazol-1-yl) terephthalic acid",130,72,DMSO,0.5,methanol,0.5,NA,NA,Co(NO3)2·6H2O,Co,NA,10.1039/d1ce01093j,successful,1.00,,OBEWEB,identical,identical,linked,,optimization
"2,5-Bis-(1H-1,2,4-triazol-1-yl) terephthalic acid",NA,0.02,DMSO,0.75,methanol,0.25,NA,NA,Co(NO3)2·6H2O,Co,NA,10.1039/d1ce01093j,successful,1.00,,OBEWIF,identical,identical,linked,,optimization
"5,5'-(1,4-phenylenedi-2,1-ethinyl)bis(1,3-benzenedicarboxylic acid)",100,24,DMA,1,NA,NA,NA,NA,Cu(NO3)2·3H2O,Cu,HCl / H2O,10.1021/cg4018536,successful,1.00,,missing,NA,NA,NA,,optimization
"5,5'-(1,4-phenylenedi-2,1-ethinyl)bis(1,3-benzenedicarboxylic acid)",100,24,DMF,0.5,dioxane,0.25,water,0.25,Cu(NO3)2·3H2O,Cu,HCl / H2O,10.1021/cg4018536,successful,1.00,,missing,NA,NA,NA,,optimization
"2,5-dihydroxyterephthalic acid",120,120,acetic acid,1,NA,NA,NA,NA,Ti(OiPr)4,Ti,NA,10.1016/j.cej.2020.125080,successful,1.00,,VIZPUR,identical,identical,matched,,review
"trans-1,4-cyclo-hexanedicarboxylate",110,48,DMF,1,NA,NA,NA,NA,Cp2TiCl2,Ti,NA,10.1016/j.cej.2020.125080,successful,1.00,,NUYNAY,identical,identical,matched,,review
"4,4',4'',4'''-(5,10,15,20-porphyrintetrayl)tetrabenzoic acid",150,48,DEF,1,NA,NA,NA,NA,Ti(OiPr)4,Ti,NA,10.1016/j.cej.2020.125080,successful,1.00,,TUHSOG,identical,identical,matched,,review
"5-[(3,5-dicarboxyphenyl)methyl]benzene-1,3-dicarboxylic acid",101,24,formic acid,1,NA,NA,NA,NA,Ti(OiPr)4,Ti,NA,10.1016/j.cej.2020.125080,successful,1.00,,NOPCED,identical,identical,matched,,review
"benzene-1,4-dicarboxylic acid",150,20,DMF,0.9,methanol,0.1,NA,NA,Ti(OnBu)4,Ti,NA,10.1002/anie.201108357,successful,1.00,,RUPRUQ,identical,identical,matched,,optimization
2-aminoterephthalic acid,150,72,DMF,0.9,methanol,0.1,NA,NA,Ti(OnBu)4,Ti,NA,10.1002/anie.201108357,successful,1.00,,NIMXAK,identical,identical,matched,,optimization
"2,5-dihydroxyterephthalic acid",178,2,DEF,1,NA,NA,NA,NA,Ti(OiPr)4,Ti,NA,10.1021/acs.inorgchem.6b01060,successful,1.00,,OTOLOA,identical,identical,linked,,optimization
"2,5-dihydroxyterephthalic acid",200,20,DEF,1,NA,NA,NA,NA,Ti(OiPr)4,Ti,NA,10.1021/acs.inorgchem.6b01060,successful,1.00,,OTOLOA,identical,identical,linked,,optimization
"2,5-dihydroxyterephthalic acid",180,24,DEF,0.5,methanol,0.5,NA,NA,Ti(OiPr)4,Ti,NA,10.1021/acs.inorgchem.6b01060,successful,1.00,,OTOLIU,identical,identical,linked,,optimization
"2,5-dihydroxyterephthalic acid",120,120,acetic acid,0.67,diethylamine,0.33,NA,NA,Ti(OiPr)4,Ti,NA,10.1021/acs.inorgchem.6b01060,successful,1.00,,OTOLIU,identical,identical,linked,,optimization
"2,5-dihydroxyterephthalic acid",180,48,DEF,1,NA,NA,NA,NA,Ti(OiPr)4,Ti,catechol,10.1021/acs.inorgchem.6b01060,successful,1.00,,OTOLOA,identical,identical,linked,,optimization
"4,4',4'',4'''-(5,10,15,20-porphyrintetrayl)tetrabenzoic acid",150,48,water,1,NA,NA,NA,NA,Ti(OiPr)4,Ti,NA,generated,incompatible,0.00,,generated,NA,NA,NA,,generated
"5-[(3,5-dicarboxyphenyl)methyl]benzene-1,3-dicarboxylic acid",101,24,water,1,NA,NA,NA,NA,Ti(OiPr)4,Ti,NA,generated,incompatible,0.00,,generated,NA,NA,NA,,generated
"4,4',4'',4'''-(5,10,15,20-porphyrintetrayl)tetrabenzoic acid",110,40,water,0.5,methanol,0.5,NA,NA,TiCl4,Ti,NA,generated,incompatible,0.00,,generated,NA,NA,NA,,generated
"5-[(3,5-dicarboxyphenyl)methyl]benzene-1,3-dicarboxylic acid",120,30,water,1,NA,NA,NA,NA,TiCl4,Ti,NA,generated,incompatible,0.00,,generated,NA,NA,NA,,generated
"2,5-dihydroxyterephthalic acid",160,40,water,1,NA,NA,NA,NA,Ti(OiPr)4,Ti,NA,generated,incompatible,0.00,,generated,NA,NA,NA,,generated
"2,5-dihydroxyterephthalic acid",160,20,water,1,NA,NA,NA,NA,TiCl4,Ti,NA,generated,incompatible,0.00,,generated,NA,NA,NA,,generated
"2,5-dihydroxyterephthalic acid",200,20,water,0.5,DEF,0.5,NA,NA,Ti(OiPr)4,Ti,NA,generated,incompatible,0.00,,generated,NA,NA,NA,,generated
"2,5-dihydroxyterephthalic acid",180,20,water,0.5,triethylamine,0.5,NA,NA,TiCl4,Ti,NA,generated,incompatible,0.00,,generated,NA,NA,NA,,generated
"4,4',4'',4'''-(5,10,15,20-porphyrintetrayl)tetrabenzoic acid",200,10,sulphuric acid,1,NA,NA,NA,NA,CrO3,Cr,NA,generated,incompatible,0.00,,generated,NA,NA,NA,,generated
"trans-1,4-cyclo-hexanedicarboxylate",100,48,sulphuric acid,1,NA,NA,NA,NA,Na2Cr2O7,Na,NA,generated,incompatible,0.00,,generated,NA,NA,NA,,generated
2-aminoterephthalic acid,150,20,sulphuric acid,1,NA,NA,NA,NA,CrO3,Cr,NA,generated,incompatible,0.00,,generated,NA,NA,NA,,generated
2-aminoterephthalic acid,98,16,water,1,NA,NA,NA,NA,Zr(SO4)2·4H2O,Zr,formic acid,10.1002/chem.202005151,successful,1.00,,SURKAT,identical,identical,matched,,review
"2,3,5,6-tetrafluoro-1,4-benzenedicarboxylic acid",90,16,water,1,NA,NA,NA,NA,Zr(SO4)2·4H2O,Zr,sulphuric acid,10.1002/chem.202005151,successful,1.00,,RUBTAK,isostructural,identical,matched,,review
2-aminoterephthalic acid,25,72,water,1,NA,NA,NA,NA,Zr(acac)4,Zr,acetic acid,10.1002/chem.202005151,successful,1.00,,SURKAT,identical,identical,matched,,review
(E)-but-2-enedioic acid,25,72,water,1,NA,NA,NA,NA,Zr(acac)4,Zr,acetic acid,10.1002/chem.202005151,successful,1.00,,BOHKAM,identical,identical,matched,,review
"2,5-dihydroxyterephthalic acid",25,72,water,1,NA,NA,NA,NA,Zr(acac)4,Zr,acetic acid,10.1002/chem.202005151,successful,1.00,,RUBTAK,isostructural,identical,matched,,review
"benzene-1,2,4-tricarboxylic acid",90,24,water,1,NA,NA,NA,NA,Zr(acac)4,Zr,acetic acid,10.1002/chem.202005151,successful,1.00,,RUBTAK,isostructural,identical,matched,,review
"benzene-1,2,4-tricarboxylic acid",90,3,water,1,NA,NA,NA,NA,Zr(SO4)2·4H2O,Zr,NA,10.1002/chem.202005151,successful,1.00,,RUBTAK,isostructural,identical,matched,,review
"benzene-1,2,4-tricarboxylic acid",95,0.5,water,1,NA,NA,NA,NA,Zr(SO4)2·4H2O,Zr,NA,10.1002/chem.202005151,successful,1.00,,RUBTAK,isostructural,identical,matched,,review
"benzene-1,4-dicarboxylic acid",120,4,DMF,1,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,successful,1.00,,RUBTAK,identical,identical,matched,,review
"2,5-furandicarboxylic acid",80,1,water,1,NA,NA,NA,NA,ZrOCl2·8H2O,Zr,acetic acid,10.1002/chem.202005151,successful,1.00,,SALXEL,identical,identical,matched,,review
2-aminobutanedioic acid,120,1,water,1,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,successful,1.00,,DISROP,identical,identical,matched,,review
(E)-but-2-enedioic acid,NA,NA,formic acid,1,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,successful,1.00,,WORXIN,identical,identical,matched,,review
butanedioic acid,NA,NA,formic acid,1,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,successful,1.00,,WORXIN,isostructural,identical,matched,,review
2-hydroxybutanedioic acid,NA,NA,formic acid,1,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,successful,1.00,,WORXIN,isostructural,identical,matched,,review
"5-sulfo-1,4-benzenedicarboxylic acid",150,24,water,1,NA,NA,NA,NA,ZrCl4,Zr,KOH,10.1002/chem.202005151,successful,1.00,,RUBTAK,isostructural,identical,matched,,review
(E)-but-2-enedioic acid,120,240,water,1,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,successful,1.00,,BOHKAM,identical,identical,matched,,review
"benzene-1,4-dicarboxylic acid",140,24,acetone,1,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,successful,1.00,,RUBTAK,identical,identical,matched,,review
2-aminoterephthalic acid,100,24,acetone,1,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,successful,1.00,,SURKAT,identical,identical,matched,,review
"2,5-pyridinedicarboxylic acid",120,3,water,1,NA,NA,NA,NA,ZrOCl2·8H2O,Zr,acetic acid,10.1002/chem.202005151,successful,1.00,,TEPWUJ,identical,identical,matched,,review
(E)-but-2-enedioic acid,25,5.5,water,1,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,successful,1.00,,BOHKAM,identical,identical,matched,,review
"benzene-1,2,4-tricarboxylic acid",25,72,water,1,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,successful,1.00,,RUBTAK,isostructural,identical,matched,,review
"1H-Pyrazole-3,5-dicarboxylic acid",25,12,water,1,NA,NA,NA,NA,ZrCl4,Zr,formic acid,10.1002/chem.202005151,successful,1.00,,NIKVEL,identical,identical,matched,,review
"benzene-1,3-dicarboxylic acid",180,26,formic acid,1,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,successful,1.00,,WUTQUA,identical,identical,matched,,review
5-hydroxyisophthalic acid,180,22,formic acid,1,NA,NA,NA,NA,ZrCl4,Zr,NA,10.1002/chem.202005151,successful,1.00,,WUTQOU,identical,identical,matched,,review
"5-[(3,5-dicarboxyphenyl)methyl]benzene-1,3-dicarboxylic acid",120,60,formic acid,0.42,acetic anhydride,0.58,NA,NA,ZrCl4,Zr,NA,10.1038/s41560-018-0261-6,successful,1.00,,MIHZIP,identical,identical,linked,,optimization
"benzene-1,4-dicarboxylic acid",70,72,THF,1,NA,NA,NA,NA,Al(NO3)3·9H2O,Al,NA,10.1021/acssuschemeng.9b01022,successful,1.00,,LOQLIN,isostructural,identical,matched,,optimization
"2,6-naphthalenedicarboxylic acid",210,16,water,1,NA,NA,NA,NA,Al(NO3)3·9H2O,Al,KOH,10.1021/acssuschemeng.9b01022,successful,1.00,,PARPII,identical,identical,matched,,optimization
"N,N'-piperazinebismethylphosphonic acid",190,130,water,1,NA,NA,NA,NA,AlCl3·6H2O,Al,NaOH,10.1021/acssuschemeng.9b01022,successful,1.00,,IVEQEG01,identical,identical,matched,,optimization
"benzene-1,3,5-tricarboxylic acid",210,24,water,1,NA,NA,NA,NA,Al(NO3)3·9H2O,Al,NA,10.1021/acssuschemeng.9b01022,successful,1.00,,KENKOE,identical,identical,matched,,optimization
"1,2,4,5-benzenetetracarboxylic acid",210,24,water,1,NA,NA,NA,NA,Al(NO3)3·9H2O,Al,NA,10.1021/acssuschemeng.9b01022,successful,1.00,,GUKVAK,identical,identical,matched,,optimization
"4,4'-azobenzenedicarboxylic acid",210,24,water,1,NA,NA,NA,NA,Al(NO3)3·9H2O,Al,NA,10.1021/acssuschemeng.9b01022,successful,1.00,,XAGROO,identical,identical,matched,,optimization
"1,4-naphthalenedicarboxylic acid",180,24,water,1,NA,NA,NA,NA,Al(NO3)3·9H2O,Al,NA,10.1021/acssuschemeng.9b01022,successful,1.00,,WOJJOV,identical,identical,matched,,optimization
"4,4',4'',4'''-(porphyrin-5,10,15,20-tetrayl)tetrabenzoic acid",180,16,water,1,NA,NA,NA,NA,AlCl3·6H2O,Al,NA,10.1021/acssuschemeng.9b01022,successful,1.00,,OTIBUQ,identical,identical,matched,,optimization
2-aminoterephthalic acid,125,5,methanol,1,NA,NA,NA,NA,AlCl3·6H2O,Al,NA,10.1021/acssuschemeng.9b01022,successful,1.00,,RUPNEW,identical,identical,matched,,optimization
"benzene-1,4-dicarboxylic acid",125,16,methanol,1,NA,NA,NA,NA,Al(NO3)3·9H2O,Al,NA,10.1021/acssuschemeng.9b01022,successful,1.00,,CAXTAY,identical,identical,matched,,optimization
2-aminoterephthalic acid,120,36,isopropyl alcohol,1,NA,NA,NA,NA,AlCl3·6H2O,Al,NA,10.1021/acssuschemeng.9b01022,successful,1.00,,TABLAN,identical,identical,matched,,optimization
"4,4'-sulfonyldibenzoic acid",150,12,water,1,NA,NA,NA,NA,AlCl3·6H2O,Al,NaOH,10.1021/acssuschemeng.9b01022,successful,1.00,,QUCFIF,identical,identical,matched,,optimization
"benzene-1,3,5-tricarboxylic acid",25,1008,DMSO,1,NA,NA,NA,NA,Cu(NO3)2·2.5H2O,Cu,NA,10.1021/acssuschemeng.7b01429,failed,0.00,,FIQCEN,identical,identical,matched,,optimization
"benzene-1,3,5-tricarboxylic acid",40,1,DMSO,0.09,methanol,0.91,NA,NA,Cu(NO3)2·2.5H2O,Cu,NA,10.1021/acssuschemeng.7b01429,successful,1.00,,FIQCEN,identical,identical,matched,,optimization
"benzene-1,3,5-tricarboxylic acid",25,NA,DMSO,0.5,methanol,0.5,NA,NA,Cu(NO3)2·2.5H2O,Cu,NA,10.1021/acssuschemeng.7b01429,failed,0.00,,FIQCEN,identical,identical,matched,,optimization
"benzene-1,3,5-tricarboxylic acid",40,1,DMSO,0.5,methanol,0.5,NA,NA,Cu(NO3)2·2.5H2O,Cu,scCO2,10.1021/acssuschemeng.7b01429,successful,1.00,,FIQCEN,identical,identical,matched,,optimization
"benzene-1,3,5-tricarboxylic acid",40,72,DMSO,0.5,methanol,0.5,NA,NA,Cu(NO3)2·2.5H2O,Cu,scCO2,10.1021/acssuschemeng.7b01429,successful,1.00,,FIQCEN,identical,identical,matched,,optimization
"6'-methoxyl-(8S,9R)-cinchonan-9-ol-3-carboxylic acid",100,72,ethanol,1,NA,NA,NA,NA,Cd(OH)2,Cd,NA,10.1002/1521-3773(20011203)40:23<4422::aid-anie4422>3.0.co;2-g,successful,1.00,,MIHHIU,identical,identical,linked,,chiralty
"2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-5-ethyl-3-pyridinecarboxylic acid",110,NA,water,1,NA,NA,NA,NA,Cd(ClO4)2·6H2O,Cd,NA,10.1039/b806255b,successful,1.00,,COHJEP,identical,identical,linked,,chiralty
"9,9-bis((S)-2-methylbutyl)-9H-fluorene-2,7-dicarboxylic acid",80,96,DMF,0.5,ethanol,0.17,water,0.33,Cu(NO3)2·3H2O,Cu,HCl / H2O,10.1039/c7ce00108h,successful,1.00,,NAWDEX,identical,identical,linked,,chiralty
"4,4'-(9,9-bis((S)-2-methylbutyl)-9H-fluorene-2,7-diyl)-dibenzoic acid",80,96,DMF,0.5,ethanol,0.17,water,0.33,Cu(NO3)2·3H2O,Cu,HCl / H2O,10.1039/c7ce00108h,successful,1.00,,NAWDOH,identical,identical,linked,,chiralty
"3,3'-(9,9-bis((S)-2-methylbutyl)-9H-fluorene-2,7-diyl)-dibenzoic acid",80,96,DMF,0.5,ethanol,0.17,water,0.33,Cu(NO3)2·3H2O,Cu,HCl / H2O,10.1039/c7ce00108h,successful,1.00,,NAWDIB,identical,identical,linked,,chiralty
"5,5'-(9,9-bis((S)-2-methylbutyl)-9H-fluorene-2,7-diyl)-diisophthalic acid",80,96,DMF,0.5,ethanol,0.17,water,0.33,Cu(NO3)2·3H2O,Cu,HCl / H2O,10.1039/c7ce00108h,successful,1.00,,NAWDUN,identical,identical,linked,,chiralty
"(1R,2R,4R,5R)-2,5-bis(((R)-1-phenylethyl)amino)bicyclo[2.2.2]octane-1,4-dicarboxylic acid",80,20,DEF,1,NA,NA,NA,NA,Zn(NO3)2·4H2O,Zn,benzoic acid,10.1039/c7ce00410a,successful,1.00,,MAPFER,identical,identical,linked,,chiralty
"(4R,5R)-2,2-dimethyl-5-[(4-pyridinyl amino)carbonyl]-1,3-dioxolane-4-carboxylic acid ",25,48,methanol,0.67,water,0.33,NA,NA,Zn(NO3)2·6H2O,Zn,NaOH,10.1038/35010088,successful,1.00,,UHOPUC,identical,enantiomeric,linked,,chiralty
"(4S,5S)-2,2-dimethyl-5-[(4-pyridinyl amino)carbonyl]-1,3-dioxolane-4-carboxylic acid ",25,48,methanol,0.67,water,0.33,NA,NA,Zn(NO3)2·6H2O,Zn,NaOH,10.1038/35010088,successful,1.00,,UHOPUC,identical,identical,linked,,chiralty
"(2R,3R)-2,3-bis[(4-methylbenzoyl)oxy]succinic acid",25,7,methanol,0.46,water,0.54,NA,NA,TbCl3·6H2O,Tb,KOH,10.1039/c9ra06920h,successful,1.00,,KOZJER,identical,identical,linked,,chiralty
"(2R,3R)-2,3-bis[(4-methylbenzoyl)oxy]succinic acid",25,7,methanol,0.46,water,0.54,NA,NA,DyCl3·5H2O,Dy,KOH,10.1039/c9ra06920h,successful,1.00,,KOZHUF,identical,identical,linked,,chiralty
"(2R,3R)-2,3-bis[(4-methylbenzoyl)oxy]succinic acid",25,7,ethanol,0.45,water,0.55,NA,NA,HoCl3·6H2O,Ho,KOH,10.1039/c9ra06920h,successful,1.00,,KOZJAN,identical,identical,linked,,chiralty
"(S)-2,2'-diethoxy-1,1'-binaphthyl-6,6'-bis(4-vinylpyridine)",70,168,dichlorobenzene,0.5,methanol,0.5,NA,NA,Cd(NO3)2·4H2O,Cd,NA,10.1021/ic060891x,successful,1.00,,DEQDIN,identical,identical,linked,,chiralty
"6,6'-dichloro-2,2'-diethoxy-1,1'-binaphthalene-4,4'-bis(4-benzoic acid)",50,48,DMF,0.71,methanol,0.29,NA,NA,Zn(ClO4)2·6H2O,Zn,"N,N-dimethylaniline",10.1002/ange.200461214,successful,1.00,,missing,NA,NA,NA,,chiralty
"6,6'-dichloro-2,2'-dibenzyloxy-1,1'-binaphthalene-4,4'-bis(4-benzoic acid)",50,48,DMF,0.71,ethanol,0.29,NA,NA,ZnI2·6H2O,Zn,"N,N-dimethylaniline",10.1002/ange.200461214,successful,1.00,,missing,NA,NA,NA,,chiralty
"2,2'-dimethoxy-1,1'-binaphthyl-3,3'-bis(4-vinylpyridine)",70,48,DMSO,0.5,ethanol,0.5,NA,NA,AgNO3,Ag,NA,10.1039/B403609C,successful,1.00,,NAGYEA,identical,identical,linked,,chiralty
"2,2'-dimethoxy-1,1'-binaphthyl-3,3'-bis(4-vinylpyridine)",70,48,DMSO,0.5,ethanol,0.5,NA,NA,AgClO4,Ag,NA,10.1039/B403609C,successful,1.00,,NAGYIE,identical,identical,linked,,chiralty
"2,2'-diethoxy-1,1'-binaphthalene-6,6'-bisphosphonic acid",110,24,methanol,0.83,water,0.17,NA,NA,MnCO3,Mn,NA,10.1021/cm0202714,successful,1.00,,LUKREO,identical,identical,linked,,chiralty
"2,2'-diethoxy-1,1'-binaphthalene-6,6'-bisphosphonic acid",110,24,methanol,0.83,water,0.17,NA,NA,CoCO3,Co,NA,10.1021/cm0202714,successful,1.00,,LUKRIS,identical,identical,linked,,chiralty
"2,2'-diethoxy-1,1'-binaphthalene-6,6'-bisphosphonic acid",130,168,ethanol,1,NA,NA,NA,NA,CuO,Cu,NA,10.1021/cm0202714,successful,1.00,,LUKRUE,identical,identical,linked,,chiralty
"2,2'-diethoxy-1,1'-binaphthalene-6,6'-bisphosphonic acid",110,24,methanol,0.84,water,0.08,pyridine,0.08,Zn(ClO4)2·6H2O,Zn,NA,10.1021/cm0202714,successful,1.00,,LUKSAL,identical,identical,linked,,chiralty
"(S)-1,1'-binaphthyl-2,2'-dihydroxy-6,6'-dicarboxylic acid",80,24,N-methylformamide,0.77,ethanol,0.23,NA,NA,Zn(NO3)2·6H2O,Zn,NA,10.1039/c5ra26520g,successful,1.00,,WAFPIF,identical,identical,linked,,chiralty
"(R)-1,1'-binaphthyl-2,2'-dihydroxy-6,6'-dicarboxylic acid",80,24,N-methylformamide,0.77,ethanol,0.23,NA,NA,Zn(NO3)2·6H2O,Zn,NA,10.1039/c5ra26520g,successful,1.00,,WAFPIF,identical,identical,linked,,chiralty
"(S)-1,1'-binaphthyl-2,2'-dimethoxy-6,6'-dicarboxylic acid",60,48,DMA,0.5,water,0.5,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1039/c5ra26520g,successful,1.00,,WAFPEB,identical,identical,linked,,chiralty
"(R)-1,1'-binaphthyl-2,2'-dimethoxy-6,6'-dicarboxylic acid",60,48,DMA,0.5,water,0.5,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1039/c5ra26520g,successful,1.00,,WAFPEB,identical,identical,linked,,chiralty
"(R)-2,2'-dihydroxy-1,1'-binaphthyl-5,5'-dibenzoic acid",55,72,DMF,0.91,water,0.09,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1039/c4ce02210f,successful,1.00,,LOSCON,identical,identical,linked,,chiralty
"(R)-2,2'-dimethoxy-1,1'-binaphthyl-5,5'-dibenzoic acid",80,24,DMF,0.94,water,0.06,NA,NA,Cu(NO3)2·3H2O,Cu,NA,10.1039/c4ce02210f,successful,1.00,,LOSCUT,identical,identical,linked,,chiralty
"(R)-2,2'-diethoxy-1,1'binaphthyl-4,4',6,6'-tetracarboxylic acid",80,24,DEF,0.75,water,0.25,NA,NA,Cu(NO3)2·2.5H2O,Cu,HCl / H2O,10.1038/NCHEM.738,successful,1.00,,XAHPAZ,identical,identical,linked,,chiralty
"(R)-(2E,2'E,2''E,2'''E)-3,3',3'',3'''-(2,2'-diethoxy-1,1'-binaphthyl-4,4',6,6'-tetrayl)tetraacrylic acid",80,NA,DMF,0.75,water,0.25,NA,NA,Cu(NO3)2·2.5H2O,Cu,HCl / H2O,10.1038/NCHEM.738,successful,1.00,,XAHPED,identical,identical,linked,,chiralty
"(R)-4,4',4'',4'''-(1E,1'E,1''E,1'''E)-2,2',2'',2'''-(2,2'-diethoxy-1,1'-binaphthyl-4,4',6,6'-tetrayl)- tetrakis(ethene-2,1-diyl)tetrabenzoic acid",80,72,DEF,0.48,DMA,0.48,water,0.04,Cu(NO3)2·2.5H2O,Cu,HCl / H2O,10.1038/NCHEM.738,modest yield,0.95,,XAHPUT,identical,identical,linked,,chiralty
